Date,Time,psi,temperature,altitude,CO2level,relativeHumidity,scdTemperature,bmp_temperature,bmp_pressure,bmp_altitude,duration,uSvh,uSvhError,cpm
2024-04-01,10:08:11.533028,129.0,20.45,-22679.03,5538.92,90.43,22.13,32.81,43610.49,7.11,3073.6,0.07,0.01,3.9
2024-04-01,10:08:15.624646,128.44,20.45,-22623.95,5493.77,90.44,22.13,32.82,43432.71,7.15,3077.77,0.07,0.01,3.95
2024-04-01,10:08:19.714721,127.9,20.45,-22570.55,5412.68,90.48,22.13,32.81,43237.14,7.18,3081.78,0.07,0.01,3.95
2024-04-01,10:08:23.824110,127.34,20.45,-22514.42,5385.84,90.49,22.13,32.79,43043.36,7.22,3085.95,0.08,0.01,4.05
2024-04-01,10:08:27.933123,126.77,20.46,-22457.66,5365.67,90.47,22.11,32.78,42844.78,7.26,3090.12,0.08,0.01,4.05
2024-04-01,10:08:32.025029,126.23,20.45,-22403.15,5353.92,90.51,22.13,32.76,42660.02,7.3,3094.13,0.08,0.01,4.1
2024-04-01,10:08:36.134075,125.69,20.46,-22348.55,5336.45,90.51,22.11,32.74,42471.01,7.33,3098.31,0.08,0.01,4.15
2024-04-01,10:08:40.225966,125.14,20.46,-22293.31,5318.72,90.53,22.09,32.74,42273.53,7.37,3102.31,0.08,0.01,4.25
2024-04-01,10:08:44.335218,124.6,20.46,-22238.85,5299.83,90.53,22.12,32.72,42099.02,7.41,3106.49,0.08,0.01,4.45
2024-04-01,10:08:48.443252,124.08,20.46,-22185.55,5282.86,90.55,22.09,32.71,41909.79,7.45,3110.5,0.09,0.01,4.55
2024-04-01,10:08:52.535254,123.58,20.46,-22135.0,5265.19,90.59,22.11,32.7,41729.82,7.48,3114.67,0.09,0.01,4.6
2024-04-01,10:08:56.644458,123.05,20.46,-22080.24,5225.7,90.59,22.09,32.69,41534.89,7.52,3118.68,0.09,0.01,4.65
2024-04-01,10:09:00.736781,122.48,20.45,-22021.99,5132.87,90.59,22.06,32.65,41297.2,7.57,3122.85,0.09,0.01,4.75
2024-04-01,10:09:04.845843,121.9,20.46,-21962.06,5107.36,90.61,22.09,32.64,41123.85,7.61,3127.02,0.09,0.01,4.8
2024-04-01,10:09:08.937854,121.31,20.46,-21900.2,5074.58,90.61,22.08,32.63,40955.43,7.64,3131.03,0.09,0.01,4.9
2024-04-01,10:09:13.047812,120.73,20.46,-21840.35,5058.78,90.61,22.08,32.62,40762.05,7.68,3135.2,0.09,0.01,4.9
2024-04-01,10:09:17.139571,120.18,20.46,-21783.09,5048.47,90.63,22.06,32.6,40577.22,7.72,3139.21,0.1,0.01,5.15
2024-04-01,10:09:21.231330,119.62,20.46,-21724.58,5032.08,90.67,22.06,32.58,40390.08,7.76,3143.38,0.1,0.01,5.2
2024-04-01,10:09:25.323123,119.09,20.46,-21668.44,5005.8,90.66,22.06,32.57,40193.96,7.8,3147.38,0.1,0.01,5.35
2024-04-01,10:09:29.414893,118.53,20.46,-21609.64,4978.75,90.66,22.08,32.56,40023.41,7.83,3151.55,0.1,0.01,5.45
2024-04-01,10:09:33.506492,118.01,20.46,-21554.45,4945.52,90.68,22.05,32.55,39852.56,7.87,3155.56,0.11,0.01,5.6
2024-04-01,10:09:37.598146,117.51,20.46,-21501.01,4922.96,90.7,22.05,32.52,39675.25,7.91,3159.73,0.11,0.01,5.75
2024-04-01,10:09:41.689872,117.0,20.46,-21446.23,4904.89,90.7,22.05,32.51,39492.72,7.95,3163.74,0.11,0.01,5.85
2024-04-01,10:09:46.782619,116.35,20.46,-21376.88,4877.48,90.73,22.04,32.49,39250.06,8.0,3168.87,0.11,0.01,5.9
2024-04-01,10:09:50.874595,115.81,20.46,-21318.68,4860.11,90.74,22.04,32.47,39041.18,8.05,3173.03,0.11,0.01,5.9
2024-04-01,10:09:54.966512,115.23,20.46,-21256.25,4837.85,90.73,22.02,32.45,38835.51,8.09,3177.04,0.11,0.01,5.9
2024-04-01,10:09:59.058331,114.65,20.46,-21192.75,4756.3,90.77,22.04,32.45,38657.72,8.13,3181.21,0.11,0.01,6.0
2024-04-01,10:10:03.150132,114.1,20.46,-21133.36,4689.6,90.79,22.01,32.44,38485.17,8.17,3185.21,0.12,0.01,6.15
2024-04-01,10:10:07.241887,113.59,20.46,-21077.32,4664.45,90.79,22.02,32.44,38317.69,8.2,3189.38,0.12,0.01,6.2
2024-04-01,10:10:11.333866,113.09,20.46,-21022.7,4663.55,90.82,22.01,32.42,38133.48,8.24,3193.39,0.12,0.01,6.3
2024-04-01,10:10:15.422577,112.57,20.46,-20965.77,4637.31,90.85,22.02,32.4,37947.5,8.28,3197.56,0.12,0.01,6.4
2024-04-01,10:10:19.514723,112.06,20.46,-20908.6,4618.78,90.86,22.02,32.4,37763.46,8.33,3201.56,0.12,0.01,6.45
2024-04-01,10:10:23.624126,111.54,20.46,-20851.61,4608.57,90.84,21.99,32.39,37594.24,8.36,3205.74,0.12,0.01,6.55
2024-04-01,10:10:27.732626,111.04,20.46,-20795.02,4599.49,90.89,22.01,32.37,37423.39,8.4,3209.91,0.12,0.01,6.6
2024-04-01,10:10:31.824324,110.54,20.46,-20739.62,4582.93,90.87,22.01,32.37,37254.2,8.44,3213.92,0.13,0.01,6.75
2024-04-01,10:10:35.916676,110.05,20.45,-20684.19,4570.71,90.88,21.96,32.37,37071.83,8.48,3218.09,0.13,0.01,6.8
2024-04-01,10:10:40.025753,109.52,20.46,-20625.07,4550.74,90.89,21.99,32.36,36874.22,8.53,3222.11,0.13,0.01,6.8
2024-04-01,10:10:44.117614,109.0,20.45,-20565.96,4522.91,90.91,21.99,32.34,36701.19,8.57,3226.28,0.13,0.01,6.85
2024-04-01,10:10:48.226805,108.48,20.45,-20507.56,4487.81,90.94,21.96,32.34,36526.05,8.61,3230.29,0.13,0.01,7.0
2024-04-01,10:10:52.318542,107.97,20.45,-20448.54,4461.67,90.97,21.98,32.33,36331.48,8.65,3234.46,0.13,0.01,7.0
2024-04-01,10:10:56.410500,107.41,20.45,-20385.25,4424.43,90.99,21.96,32.31,36159.79,8.69,3238.47,0.13,0.01,7.05
2024-04-01,10:11:00.519547,106.92,20.46,-20329.19,4392.88,90.96,21.96,32.29,36004.13,8.73,3242.64,0.14,0.01,7.2
2024-04-01,10:11:04.611465,106.4,20.46,-20269.17,4371.3,90.99,21.95,32.28,35815.14,8.77,3246.81,0.14,0.01,7.3
2024-04-01,10:11:08.720826,105.92,20.45,-20212.98,4347.73,90.98,21.95,32.28,35627.78,8.82,3250.82,0.14,0.01,7.45
2024-04-01,10:11:12.811693,105.37,20.46,-20149.82,4321.4,91.02,21.94,32.27,35449.61,8.86,3254.99,0.14,0.01,7.7
2024-04-01,10:11:16.903367,104.86,20.45,-20090.24,4285.98,91.09,21.96,32.24,35268.57,8.9,3259.0,0.14,0.01,7.7
2024-04-01,10:11:20.995547,104.34,20.45,-20028.77,4259.93,91.05,21.92,32.22,35115.86,8.94,3263.17,0.15,0.01,7.8
2024-04-01,10:11:25.102754,103.84,20.45,-19970.16,4239.26,91.08,21.94,32.23,34947.98,8.98,3267.18,0.15,0.01,7.8
2024-04-01,10:11:29.212055,103.35,20.45,-19912.57,4202.98,91.08,21.91,32.2,34786.83,9.02,3271.36,0.15,0.01,7.85
2024-04-01,10:11:33.303910,102.86,20.45,-19853.94,4185.88,91.11,21.92,32.19,34605.75,9.06,3275.36,0.15,0.01,7.9
2024-04-01,10:11:37.395994,102.36,20.45,-19795.21,4152.09,91.11,21.91,32.17,34445.22,9.1,3279.54,0.15,0.01,8.05
2024-04-01,10:11:41.505164,101.88,20.45,-19737.68,4136.42,91.12,21.91,32.16,34280.77,9.14,3283.55,0.15,0.01,8.05
2024-04-01,10:11:45.597171,101.41,20.45,-19680.91,4112.92,91.13,21.86,32.14,34128.15,9.18,3287.72,0.15,0.01,8.2
2024-04-01,10:11:49.706840,100.92,20.45,-19622.92,4092.44,91.17,21.92,32.12,33963.59,9.22,3291.73,0.16,0.01,8.25
2024-04-01,10:11:53.798685,100.48,20.45,-19568.66,4062.57,91.14,21.89,32.1,33800.6,9.25,3295.9,0.16,0.01,8.3
2024-04-01,10:11:57.890816,100.0,20.44,-19511.11,4035.56,91.16,21.89,32.08,33621.27,9.3,3300.07,0.16,0.01,8.45
2024-04-01,10:12:01.998495,99.54,20.45,-19454.5,4003.45,91.18,21.88,32.07,33436.25,9.35,3304.08,0.16,0.01,8.55
2024-04-01,10:12:06.090519,99.04,20.44,-19394.14,3977.35,91.21,21.89,32.03,33284.29,9.39,3308.25,0.16,0.01,8.55
2024-04-01,10:12:10.199574,98.55,20.45,-19333.73,3954.93,91.21,21.88,32.02,33107.46,9.44,3312.27,0.16,0.01,8.65
2024-04-01,10:12:14.291359,98.04,20.45,-19271.21,3937.09,91.2,21.84,32.0,32921.73,9.48,3316.43,0.17,0.01,8.8
2024-04-01,10:12:18.385316,97.56,20.44,-19212.08,3920.71,91.24,21.85,31.97,32765.86,9.52,3320.44,0.17,0.01,8.85
2024-04-01,10:12:22.474398,97.09,20.44,-19152.97,3907.63,91.29,21.88,31.95,32625.38,9.55,3324.61,0.17,0.01,8.85
2024-04-01,10:12:26.566398,96.61,20.44,-19094.01,3896.28,91.3,21.85,31.92,32448.99,9.6,3328.62,0.17,0.01,8.85
2024-04-01,10:12:30.675783,96.16,20.44,-19037.69,3878.26,91.29,21.86,31.92,32289.12,9.65,3332.79,0.17,0.01,8.9
2024-04-01,10:12:34.767483,95.67,20.44,-18975.68,3861.6,91.32,21.84,31.87,32111.2,9.69,3336.8,0.17,0.01,8.9
2024-04-01,10:12:38.859403,95.23,20.44,-18920.63,3847.59,91.34,21.84,31.85,31976.8,9.73,3340.97,0.17,0.01,8.9
2024-04-01,10:12:42.968445,94.75,20.44,-18859.51,3822.56,91.33,21.81,31.83,31817.71,9.78,3344.98,0.17,0.01,9.0
2024-04-01,10:12:47.060357,94.25,20.44,-18796.51,3785.67,91.34,21.82,31.82,31651.9,9.81,3349.15,0.17,0.01,9.15
2024-04-01,10:12:51.168913,93.81,20.43,-18739.59,3741.79,91.41,21.81,31.73,31484.6,9.86,3353.33,0.17,0.01,9.25
2024-04-01,10:12:55.259430,93.34,20.43,-18679.3,3721.67,91.41,21.81,31.76,31321.82,9.9,3357.33,0.18,0.01,9.35
2024-04-01,10:12:59.351317,92.88,20.43,-18620.52,3700.91,91.42,21.78,31.6,31169.12,9.94,3361.51,0.18,0.01,9.35
2024-04-01,10:13:03.458487,92.44,20.43,-18563.0,3679.02,91.42,21.78,31.7,31004.51,9.99,3365.51,0.18,0.01,9.5
2024-04-01,10:13:07.550619,91.96,20.43,-18501.84,3661.61,91.45,21.78,31.69,30831.69,10.03,3369.68,0.18,0.01,9.7
2024-04-01,10:13:11.659752,91.51,20.43,-18442.26,3639.42,91.44,21.76,31.66,30708.93,10.07,3373.7,0.18,0.01,9.8
2024-04-01,10:13:15.751588,91.06,20.43,-18383.38,3623.89,91.46,21.76,31.62,30543.26,10.11,3377.86,0.19,0.01,9.95
2024-04-01,10:13:19.842480,90.61,20.42,-18324.62,3597.34,91.48,21.75,31.6,30375.72,10.16,3381.87,0.19,0.01,10.05
2024-04-01,10:13:23.930510,90.14,20.42,-18263.36,3570.8,91.48,21.75,31.59,30253.0,10.2,3386.04,0.19,0.01,10.05
2024-04-01,10:13:28.022557,89.71,20.42,-18205.61,3558.72,91.49,21.74,31.54,30084.44,10.25,3390.05,0.19,0.01,10.15
2024-04-01,10:13:33.114553,89.18,20.42,-18135.43,3548.33,91.55,21.72,31.52,29881.89,10.3,3395.18,0.2,0.01,10.35
2024-04-01,10:13:37.202569,88.72,20.42,-18074.57,3530.42,91.55,21.72,31.5,29711.44,10.35,3399.34,0.2,0.01,10.35
2024-04-01,10:13:41.294429,88.26,20.42,-18012.28,3508.93,91.54,21.74,31.46,29569.83,10.39,3403.35,0.2,0.01,10.55
2024-04-01,10:13:45.382539,87.81,20.42,-17951.16,3491.02,91.59,21.74,31.45,29396.08,10.44,3407.52,0.2,0.01,10.65
2024-04-01,10:13:49.474513,87.37,20.42,-17891.92,3465.15,91.62,21.69,31.42,29257.76,10.48,3411.52,0.2,0.01,10.8
2024-04-01,10:13:53.566371,86.93,20.42,-17833.23,3395.57,91.64,21.68,31.4,29090.72,10.52,3415.69,0.21,0.01,10.9
2024-04-01,10:13:57.658011,86.47,20.41,-17770.54,3387.61,91.63,21.68,31.4,28946.11,10.57,3419.7,0.21,0.01,10.95
2024-04-01,10:14:01.748507,86.05,20.41,-17712.37,3372.43,91.63,21.68,31.36,28789.19,10.61,3423.87,0.21,0.01,10.95
2024-04-01,10:14:05.839746,85.63,20.41,-17654.07,3352.49,91.66,21.65,31.33,28662.51,10.65,3427.87,0.21,0.01,11.1
2024-04-01,10:14:09.930472,85.19,20.41,-17594.2,3344.48,91.67,21.69,31.33,28486.56,10.7,3432.04,0.21,0.01,11.25
2024-04-01,10:14:14.022273,84.74,20.41,-17531.74,3327.5,91.69,21.66,31.32,28334.09,10.75,3436.05,0.21,0.01,11.25
2024-04-01,10:14:18.114083,84.3,20.4,-17469.76,3303.26,91.72,21.65,31.33,28181.69,10.79,3440.22,0.22,0.01,11.5
2024-04-01,10:14:22.202536,83.87,20.4,-17410.3,3258.05,91.7,21.65,31.28,28031.2,10.84,3444.23,0.22,0.01,11.65
2024-04-01,10:14:26.308480,83.42,20.4,-17347.8,3220.61,91.75,21.64,31.29,27889.52,10.88,3448.4,0.22,0.01,11.75
2024-04-01,10:14:30.400541,83.0,20.39,-17287.77,3198.85,91.78,21.64,31.28,27738.98,10.93,3452.41,0.23,0.01,11.95
2024-04-01,10:14:34.509832,82.57,20.39,-17227.59,3188.0,91.78,21.62,31.25,27597.39,10.97,3456.58,0.23,0.01,12.15
2024-04-01,10:14:38.601964,82.15,20.4,-17167.84,3168.39,91.77,21.61,31.26,27453.17,11.02,3460.75,0.23,0.01,12.35
2024-04-01,10:14:42.711406,81.73,20.4,-17107.54,3160.06,91.8,21.6,31.23,27297.85,11.06,3464.76,0.23,0.01,12.4
2024-04-01,10:14:46.813223,81.31,20.39,-17047.96,3151.72,91.8,21.6,31.23,27153.31,11.11,3468.93,0.24,0.01,12.65
2024-04-01,10:14:50.905127,80.89,20.39,-16986.66,3139.39,91.85,21.57,31.22,27010.26,11.15,3472.94,0.24,0.01,12.75
2024-04-01,10:14:55.014255,80.46,20.39,-16925.39,3133.4,91.86,21.58,31.19,26855.08,11.2,3477.11,0.24,0.01,12.8
2024-04-01,10:14:59.106195,80.03,20.38,-16863.03,3117.23,91.9,21.58,31.19,26710.47,11.25,3481.12,0.24,0.01,13.0
2024-04-01,10:15:03.215217,79.62,20.38,-16802.89,3109.09,91.91,21.58,31.15,26576.19,11.29,3485.3,0.25,0.01,13.1
2024-04-01,10:15:07.324248,79.2,20.38,-16740.62,3092.24,91.86,21.54,31.15,26433.5,11.34,3489.46,0.25,0.01,13.25
2024-04-01,10:15:11.415888,78.78,20.38,-16679.48,3072.49,91.9,21.54,31.12,26278.38,11.38,3493.47,0.25,0.01,13.45
2024-04-01,10:15:15.504143,78.38,20.38,-16620.06,3046.28,91.92,21.52,31.13,26120.81,11.43,3497.64,0.26,0.02,13.7
2024-04-01,10:15:19.595654,77.95,20.37,-16556.18,3015.53,91.94,21.55,31.1,25980.63,11.48,3501.65,0.26,0.02,13.8
2024-04-01,10:15:23.705131,77.54,20.37,-16496.04,2976.23,91.97,21.52,31.08,25837.67,11.53,3505.82,0.26,0.02,13.95
2024-04-01,10:15:27.814120,77.13,20.37,-16433.62,2954.91,91.99,21.51,31.06,25703.67,11.57,3509.83,0.27,0.02,14.2
2024-04-01,10:15:31.905994,76.7,20.37,-16369.63,2937.16,92.01,21.51,31.03,25524.78,11.63,3514.01,0.27,0.02,14.3
2024-04-01,10:15:36.015106,76.27,20.36,-16305.1,2925.21,92.04,21.48,31.02,25384.67,11.67,3518.02,0.27,0.02,14.4
2024-04-01,10:15:40.107124,75.88,20.36,-16246.12,2910.22,92.04,21.48,31.0,25242.2,11.72,3522.18,0.27,0.02,14.55
2024-04-01,10:15:44.216560,75.44,20.36,-16179.42,2897.02,92.09,21.48,30.98,25109.87,11.76,3526.36,0.28,0.02,14.8
2024-04-01,10:15:48.325688,75.05,20.36,-16119.23,2882.94,92.09,21.5,30.95,24972.78,11.81,3530.37,0.29,0.02,15.15
2024-04-01,10:15:52.417777,74.64,20.35,-16055.92,2877.9,92.11,21.45,30.92,24841.67,11.86,3534.54,0.29,0.02,15.4
2024-04-01,10:15:56.527043,74.24,20.36,-15994.87,2865.85,92.09,21.47,30.9,24700.74,11.9,3538.55,0.29,0.02,15.45
2024-04-01,10:16:00.619055,73.86,20.35,-15935.04,2846.22,92.13,21.45,30.88,24585.6,11.94,3542.72,0.3,0.02,15.7
2024-04-01,10:16:04.728433,73.47,20.35,-15875.43,2832.91,92.1,21.42,30.86,24436.96,12.0,3546.73,0.3,0.02,15.75
2024-04-01,10:16:08.837585,73.08,20.35,-15814.73,2813.78,92.12,21.42,30.84,24304.72,12.04,3550.9,0.3,0.02,15.8
2024-04-01,10:16:12.929696,72.69,20.34,-15753.43,2793.53,92.13,21.41,30.81,24160.57,12.09,3555.07,0.3,0.02,16.05
2024-04-01,10:16:17.038956,72.3,20.34,-15691.22,2765.18,92.18,21.4,30.78,24016.61,12.14,3559.09,0.3,0.02,16.15
2024-04-01,10:16:21.131045,71.91,20.34,-15629.16,2759.02,92.18,21.4,30.74,23891.57,12.19,3563.26,0.31,0.02,16.4
2024-04-01,10:16:25.240326,71.53,20.34,-15569.36,2738.35,92.17,21.37,30.72,23776.97,12.23,3567.27,0.31,0.02,16.45
2024-04-01,10:16:29.349479,71.16,20.34,-15510.86,2726.58,92.2,21.37,30.68,23651.22,12.27,3571.44,0.31,0.02,16.55
2024-04-01,10:16:33.441430,70.79,20.33,-15450.74,2714.39,92.21,21.37,30.66,23527.89,12.31,3575.45,0.32,0.02,16.85
2024-04-01,10:16:37.550658,70.42,20.33,-15391.12,2706.07,92.2,21.37,30.63,23385.52,12.37,3579.62,0.32,0.02,16.95
2024-04-01,10:16:41.642875,70.06,20.33,-15333.8,2699.27,92.2,21.36,30.59,23261.59,12.41,3583.63,0.32,0.02,17.15
2024-04-01,10:16:45.752101,69.69,20.32,-15272.71,2687.3,92.23,21.34,30.57,23144.84,12.46,3587.81,0.32,0.02,17.15
2024-04-01,10:16:49.857321,69.31,20.32,-15211.52,2673.96,92.25,21.34,30.53,23002.06,12.51,3591.98,0.33,0.02,17.25
2024-04-01,10:16:53.948266,68.95,20.32,-15151.44,2642.36,92.29,21.33,30.51,22862.74,12.56,3595.99,0.33,0.02,17.35
2024-04-01,10:16:58.057429,68.54,20.32,-15084.29,2607.68,92.29,21.33,30.24,22722.97,12.61,3600.16,0.33,0.02,17.7
2024-04-01,10:17:02.149526,68.16,20.31,-15021.76,2583.37,92.32,21.31,30.44,22597.09,12.66,3604.17,0.34,0.02,17.75
2024-04-01,10:17:06.258870,67.78,20.31,-14959.12,2570.93,92.37,21.31,30.4,22467.97,12.7,3608.34,0.34,0.02,18.1
2024-04-01,10:17:10.367904,67.4,20.31,-14895.04,2548.25,92.32,21.29,30.37,22324.01,12.76,3612.35,0.34,0.02,18.3
2024-04-01,10:17:14.459752,67.01,20.3,-14830.96,2539.88,92.38,21.29,30.33,22193.52,12.81,3616.52,0.35,0.02,18.6
2024-04-01,10:17:19.556844,66.55,20.3,-14751.92,2530.5,92.37,21.25,30.3,22075.15,12.86,3621.65,0.35,0.02,18.75
2024-04-01,10:17:23.648730,66.18,20.3,-14689.97,2520.6,92.41,21.24,30.25,21915.15,12.91,3625.66,0.35,0.02,18.85
2024-04-01,10:17:27.740449,65.83,20.3,-14629.86,2511.73,92.43,21.25,30.23,21778.87,12.96,3629.83,0.36,0.02,18.95
2024-04-01,10:17:31.832221,65.46,20.29,-14566.91,2501.49,92.43,21.24,30.17,21675.23,13.01,3633.84,0.36,0.02,19.25
2024-04-01,10:17:35.923927,65.13,20.29,-14510.74,2472.46,92.44,21.24,30.16,21577.32,13.04,3638.0,0.37,0.02,19.45
2024-04-01,10:17:40.020809,64.79,20.29,-14451.54,2417.18,92.43,21.18,30.13,21458.78,13.09,3642.01,0.37,0.02,19.6
2024-04-01,10:17:44.112512,64.45,20.28,-14392.55,2407.18,92.42,21.18,30.09,21340.52,13.14,3646.18,0.37,0.02,19.8
2024-04-01,10:17:48.204610,64.11,20.28,-14333.77,2401.92,92.43,21.2,30.07,21217.34,13.2,3650.19,0.38,0.02,20.05
2024-04-01,10:17:52.296444,63.76,20.28,-14273.64,2389.33,92.42,21.2,30.05,21097.65,13.23,3654.35,0.38,0.02,20.1
2024-04-01,10:17:56.388236,63.42,20.28,-14213.47,2385.21,92.47,21.2,30.01,20980.93,13.28,3658.36,0.38,0.02,20.35
2024-04-01,10:18:00.479961,63.09,20.28,-14155.88,2374.5,92.45,21.18,30.0,20862.01,13.33,3662.53,0.39,0.02,20.5
2024-04-01,10:18:04.571706,62.76,20.27,-14097.55,2365.29,92.48,21.15,29.97,20743.59,13.38,3666.54,0.39,0.02,20.55
2024-04-01,10:18:08.663449,62.4,20.27,-14033.97,2358.86,92.49,21.13,29.93,20603.14,13.43,3670.7,0.39,0.02,20.9
2024-04-01,10:18:12.756110,62.06,20.27,-13973.05,2353.34,92.5,21.13,29.91,20488.47,13.49,3674.87,0.4,0.02,21.1
2024-04-01,10:18:16.851753,61.71,20.26,-13910.73,2348.56,92.54,21.13,29.91,20389.66,13.52,3678.88,0.4,0.02,21.35
2024-04-01,10:18:20.943558,61.38,20.25,-13851.05,2341.3,92.59,21.11,29.87,20270.06,13.57,3683.05,0.41,0.02,21.7
2024-04-01,10:18:25.052934,61.05,20.25,-13790.69,2334.71,92.55,21.11,29.84,20137.84,13.64,3687.07,0.41,0.02,21.65
2024-04-01,10:18:29.162050,60.71,20.25,-13729.39,2329.48,92.55,21.1,29.84,20009.83,13.68,3691.24,0.41,0.02,21.7
2024-04-01,10:18:33.254099,60.36,20.25,-13664.86,2321.46,92.6,21.1,29.81,19907.84,13.72,3695.25,0.41,0.02,21.95
2024-04-01,10:18:37.346115,60.03,20.25,-13604.31,2310.64,92.61,21.06,29.8,19795.44,13.77,3699.42,0.42,0.02,22.2
2024-04-01,10:18:41.456115,59.7,20.24,-13544.35,2244.67,92.59,21.07,29.77,19666.49,13.82,3703.43,0.42,0.02,22.4
2024-04-01,10:18:45.548148,59.38,20.24,-13484.48,2217.51,92.63,21.03,29.77,19565.79,13.87,3707.6,0.42,0.02,22.45
2024-04-01,10:18:49.654498,59.04,20.24,-13422.46,2208.77,92.61,21.06,29.72,19456.65,13.9,3711.62,0.43,0.02,22.65
2024-04-01,10:18:53.742524,58.71,20.23,-13361.58,2194.91,92.59,21.04,29.71,19339.36,13.98,3715.78,0.43,0.02,22.95
2024-04-01,10:18:57.834676,58.4,20.23,-13302.68,2191.16,92.64,21.04,29.71,19216.88,14.01,3719.96,0.44,0.02,23.25
2024-04-01,10:19:01.943925,58.06,20.22,-13238.1,2184.9,92.67,21.03,29.68,19098.63,14.07,3723.97,0.44,0.02,23.4
2024-04-01,10:19:06.036085,57.73,20.22,-13176.14,2175.64,92.63,21.01,29.65,18993.02,14.12,3728.14,0.44,0.02,23.5
2024-04-01,10:19:10.142490,57.41,20.22,-13114.95,2169.75,92.66,21.0,29.62,18873.19,14.16,3732.15,0.45,0.02,23.85
2024-04-01,10:19:14.231623,57.1,20.21,-13056.43,2161.84,92.68,20.97,29.61,18773.14,14.21,3736.32,0.45,0.02,24.05
2024-04-01,10:19:18.322949,56.77,20.21,-12993.91,2156.15,92.68,20.99,29.58,18656.49,14.27,3740.32,0.46,0.02,24.25
2024-04-01,10:19:22.414490,56.46,20.21,-12933.28,2151.46,92.74,20.99,29.55,18551.96,14.33,3744.49,0.46,0.02,24.15
2024-04-01,10:19:26.504415,56.14,20.2,-12872.08,2144.34,92.71,20.96,29.51,18446.7,14.36,3748.5,0.46,0.02,24.4
2024-04-01,10:19:30.613518,55.84,20.2,-12813.44,2132.02,92.71,20.94,29.51,18344.58,14.4,3752.68,0.47,0.02,24.65
2024-04-01,10:19:34.705251,55.54,20.19,-12754.46,2124.75,92.71,20.94,29.46,18238.31,14.46,3756.68,0.47,0.02,24.9
2024-04-01,10:19:38.797211,55.23,20.19,-12693.62,2116.39,92.75,20.96,29.45,18124.63,14.51,3760.86,0.47,0.02,25.2
2024-04-01,10:19:42.906298,54.92,20.2,-12633.62,2104.79,92.74,20.94,29.41,18009.56,14.56,3764.87,0.48,0.02,25.6
2024-04-01,10:19:46.998256,54.61,20.19,-12572.0,2077.16,92.73,20.9,29.38,17921.13,14.61,3769.04,0.49,0.02,25.75
2024-04-01,10:19:51.106558,54.31,20.18,-12512.5,2062.54,92.76,20.93,29.36,17834.73,14.65,3773.05,0.49,0.02,26.15
2024-04-01,10:19:55.198354,54.03,20.18,-12455.65,2044.64,92.73,20.89,29.33,17703.05,14.7,3777.22,0.5,0.02,26.45
2024-04-01,10:19:59.290458,53.73,20.17,-12396.21,2025.6,92.73,20.89,29.29,17613.3,14.75,3781.39,0.5,0.02,26.7
2024-04-01,10:20:03.398488,53.42,20.17,-12334.19,2008.16,92.76,20.86,29.26,17535.41,14.8,3785.4,0.51,0.02,26.8
2024-04-01,10:20:07.490571,53.13,20.17,-12274.49,1997.34,92.74,20.84,29.23,17417.69,14.85,3789.57,0.51,0.02,26.95
2024-04-01,10:20:11.598500,52.84,20.16,-12217.03,1982.36,92.76,20.86,29.0,17323.29,14.9,3793.58,0.51,0.02,27.2
2024-04-01,10:20:15.690370,52.56,20.16,-12158.37,1971.2,92.76,20.86,29.15,17219.06,14.95,3797.75,0.52,0.02,27.35
2024-04-01,10:20:19.782323,52.26,20.16,-12096.66,1960.94,92.78,20.82,29.13,17142.92,15.0,3801.76,0.53,0.02,27.85
2024-04-01,10:20:23.874123,51.97,20.15,-12037.59,1958.82,92.81,20.82,29.09,17019.13,15.05,3805.93,0.53,0.02,28.0
2024-04-01,10:20:27.965994,51.67,20.15,-11975.88,1953.58,92.82,20.82,29.06,16884.07,15.1,3809.93,0.53,0.02,28.1
2024-04-01,10:20:32.054523,51.38,20.14,-11915.15,1946.97,92.84,20.82,29.02,16817.64,15.14,3814.1,0.54,0.02,28.35
2024-04-01,10:20:36.146752,51.1,20.14,-11856.54,1937.43,92.84,20.76,28.98,16707.25,15.2,3818.11,0.54,0.02,28.5
2024-04-01,10:20:40.238560,50.79,20.14,-11792.08,1932.76,92.86,20.76,28.97,16610.08,15.26,3822.27,0.54,0.02,28.75
2024-04-01,10:20:44.330365,50.51,20.13,-11734.25,1925.5,92.84,20.75,28.92,16511.24,15.3,3826.28,0.55,0.02,29.05
2024-04-01,10:20:48.424041,50.21,20.13,-11670.33,1916.63,92.86,20.73,28.9,16402.38,15.36,3830.45,0.56,0.02,29.5
2024-04-01,10:20:52.514617,49.94,20.13,-11611.96,1910.55,92.87,20.72,28.86,16308.21,15.4,3834.45,0.56,0.02,29.8
2024-04-01,10:20:56.606834,49.63,20.12,-11546.32,1889.29,92.89,20.73,28.83,16223.83,15.45,3838.62,0.57,0.02,30.1
2024-04-01,10:21:00.698687,49.35,20.12,-11486.96,1878.29,92.92,20.73,28.79,16117.83,15.51,3842.79,0.57,0.02,30.3
2024-04-01,10:21:05.791391,48.99,20.11,-11409.0,1861.08,92.94,20.68,28.77,15961.62,15.59,3847.76,0.57,0.02,30.35
2024-04-01,10:21:09.883409,48.68,20.11,-11341.12,1846.76,92.95,20.69,28.74,15858.97,15.64,3851.93,0.57,0.02,30.5
